29/7/2026 17:53,TRUE,f1f1d6e,#NAME?, removing of the ROV word prefix from the inspection names - Rename all the ROV inspection name ROV word prefix from the backedn table too - QAQC module - Jobpack list was not populated with all the jopbacks , corrected, - QAQC module , change the searching order list, first structure, then jobpack and then sow report no.,,,,,,,,
29/7/2026 17:16,TRUE,3f2dda6,#NAME?,,,,,,,,,,,,,,
29/7/2026 13:00,FALSE,b0c1fd1,#NAME?, similar for Diving too - Rename the ROV inspection name in the inspection table , ie remove the postfix ROV - Rename the template names from the final datasheet too - Even renamed the  report header too,,,,,,,,,,,,
29/7/2026 12:22,FALSE,c45f221,#NAME?,,,,,,,,,,,,,,
29/7/2026 9:58,FALSE,99e1a2f,Added option to peview and print report of the seabed map,,,,,,,,,,,,,,
29/7/2026 9:29,FALSE,d9a1dd0,fix(seabed-survey): format structure and jobpack names instead of raw IDs, and resolve vessel name from history or ROV deployments,,,,,,,,,,,,,
29/7/2026 9:25,FALSE,9447bf6,fix(seabed-survey): resolve database table names (jobpack, structure) for accurate metadata fetching,,,,,,,,,,,,,
29/7/2026 9:18,FALSE,b8df51a,feat(seabed-survey): integrate standard ReportPreviewDialog window on report button click,,,,,,,,,,,,,,
29/7/2026 9:11,FALSE,bc60d15,fix(seabed-survey): display type-specific information (gas seepage intensity, crater diameter/depth) and place N/A for non-relevant columns,,,,,,,,,,,,,
29/7/2026 9:03,FALSE,e6dbed5,fix(seabed-survey): resolve typescript interface types in report options,,,,,,,,,,,,,,
29/7/2026 8:57,FALSE,c003256,feat(seabed-survey): add Landscape PDF report generation with map graphics, comparison overlay, filter options, header/subheader and footer,,,,,,,,,,,
28/7/2026 22:49,TRUE,9382ed5,feat(rov-setup): auto carry over ROV Type and ROV Model/Name from previous dive,,,,,,,,,,,,,,
28/7/2026 22:43,TRUE,df9a6cd,fix(workspace): replace full window reload on dive creation with smooth state re-fetching,,,,,,,,,,,,,,
28/7/2026 22:23,TRUE,899d41f,feat(inspection): auto-stop video log on diver/ROV recovery and carry over tape_no across dives,,,,,,,,,,,,,,
28/7/2026 22:09,TRUE,28f0bdc,fix(search-report-generator): correct function signatures for MGI and Seabed generators,,,,,,,,,,,,,,
28/7/2026 22:06,TRUE,afd882d,fix(search-report-generator): pass required supabase argument to generateDivingSZONEReport,,,,,,,,,,,,,,
28/7/2026 15:03,FALSE,ce23da5,fix(global-search, migration, reports, sow): global search report printing, migration endpoint URL encoding, structure subheader and SOW rename cascade fix,,,,,,,,,
28/7/2026 1:27,TRUE,ee793aa,#NAME?, once modify will update the inspection table, rov ,dive, video log tables,,,,,,,,,,
28/7/2026 0:56,TRUE,58e6eb2,#NAME?,,,,,,,,,,,,,,
28/7/2026 0:47,TRUE,66cc58f,#NAME?, show blank,,,,,,,,,,,,,
28/7/2026 0:37,TRUE,146576,#NAME?, remove the page number from the inspection report tempalte while printing and paste the image in the doc,,,,,,,,,,,,,
28/7/2026 0:20,TRUE,1e467b9, - New report template created combination of Caisson Above and underwater - New report template created combination of Conductor above and underwater - Added the inspection summary for the Anode Maintennce replacement count,,,,,,,,,,,,,,
27/7/2026 23:32,TRUE,e3a6894,#NAME?,,,,,,,,,,,,,,
27/7/2026 18:08,TRUE,5aee032,#NAME?,,,,,,,,,,,,,,
27/7/2026 17:14,TRUE,3938cca,- New pipeline inspection screen - added new Menu Event buttons - Added inspection summary - Provide report template for the summary - Added 2D pipleine drawing and event flagging etc.,,,,,,,,,,,,,,
23/7/2026 17:30,TRUE,fcc7eb3,- added more option in pipeline inspectopn - added 2d diagram in pipeline inspection screen. _ corrected the saving of pipeline inspection - corrected the video log in pipeline inspection . - added the inspection flow and direction in pipeline inspection,,,,,,,,,,,,,,
22/7/2026 17:45,TRUE,327a880,#NAME?,,,,,,,,,,,,,,
20/7/2026 17:51,TRUE,ed94fd7, - Correction on the Manager Overview on CP chart,,,,,,,,,,,,,,
20/7/2026 17:00,TRUE,dfdedda,corrected the tape log list counter no - corrected the tape log list header - corrected the tape log list sort order and group by chapter,,,,,,,,,,,,,,
20/7/2026 12:51,FALSE,d8a00c5,#NAME?,,,,,,,,,,,,,,
18/7/2026 1:57,TRUE,e85865e,#NAME?, due to the limited fetch of 1000 records only,,,,,,,,,,,,,
16/7/2026 18:17,TRUE,488bd9c,#NAME?,,,,,,,,,,,,,,
16/7/2026 10:51,FALSE,e207e0a,- corrected the migration of component which del value 1 is not migrated as true - corrected the default fetching of records more than 1000 records,,,,,,,,,,,,,,
15/7/2026 18:07,TRUE,6d5937a,#NAME?, inspection year - added new tag for the structure report - added new tag for the structure visuals - data migration mapping was not saved to the database, now corrected,,,,,,,,,,,,
27/6/2026 19:25,TRUE,df891bd,#NAME?,,,,,,,,,,,,,,
24/6/2026 22:51,TRUE,78c2f9c,corrected the SOW screen - allow the elevation breakup for QID - corrected the check box color line and beutification too,,,,,,,,,,,,,,
24/6/2026 18:42,TRUE,d11fe2b,#NAME?,,,,,,,,,,,,,,
24/6/2026 15:11,FALSE,49fc479,#NAME?,,,,,,,,,,,,,,
24/6/2026 13:31,FALSE,8994433,#NAME?, J-Tube and I-Tube report to Sketch reports,,,,,,,,,,,,,
24/6/2026 12:22,FALSE,95d6d90,Added new tabpage inspection for the platform spec,,,,,,,,,,,,,,
23/6/2026 10:52,FALSE,f3524d6,#NAME?,,,,,,,,,,,,,,
23/6/2026 1:37,TRUE,80adce9,#NAME?,,,,,,,,,,,,,,
16/6/2026 17:12,TRUE,c5d41b4,Added more option login time schedule -Added option to register the user devices. -- Aded option to use that device for certain users to login and access,,,,,,,,,,,,,,
16/6/2026 10:01,FALSE,716bf37,#NAME?, change the order from first seelction of the jobpack to Structure selection and then the jobpack,,,,,,,,,,,,,
16/6/2026 2:05,TRUE,549db66,Added a new Database Backup module for the data under the Utilities section,,,,,,,,,,,,,,
15/6/2026 18:25,TRUE,8216c6d, - Added new report tempalte for Caisson Under and topside for Diving -- Added two new report template for the Condutor inspection ofr under water and topside diving inspection,,,,,,,,,,,,,,
15/6/2026 16:35,TRUE,40969df,#NAME?, card or list view and provided the search by name,,,,,,,,,,,,,
15/6/2026 13:09,FALSE,7b8b0c3,#NAME?, should display that info - correction of the water detph and signator part for scour reports,,,,,,,,,,,,,
15/6/2026 2:02,TRUE,1cf1834,Renameof ACFMC to ACFM,,,,,,,,,,,,,,
14/6/2026 22:40,TRUE,d570a4d,update,,,,,,,,,,,,,,
13/6/2026 3:08,TRUE,1136d71,#NAME?, Inspection type Count, CP Count, Anomlay counts - Added new report template inclinometer - Added new report tempalte for Anode maintenace -- Added the reprot template list duplication names,,,,,,,,,,,
11/6/2026 18:27,TRUE,e8ac7d1,#NAME?, ass additionalinfo levelneed to be added on,,,,,,,,,,,,,
11/6/2026 12:31,FALSE,830b8c1,Changes on the navig page of inspection module, -the parameter order was changed -added few summary based on the selection at the inspection navig page -Corrected the Report module at inspection screen. some report template was not displayed, corrected that, -Reprot module proivde the correct records filtered and printed -provided the otpion of water mark and signatory options -corrected the lagging of opening the inspection module,,,,,,,,,,,
9/6/2026 15:50,FALSE,85f42ea,Added new spec for Inclinomenter ROV job,,,,,,,,,,,,,,
8/6/2026 15:59,FALSE,3408c7a,correct the order of the inspection type in SOW, ie First dislay the ROV then the Diving,,,,,,,,,,,,,
8/6/2026 13:05,FALSE,74b89c4,corrected the Seabed map., unit type list --corrected the multi tnenat option and updated the tables with the company_id column and default to one of the company.,,,,,,,,,,,,,
6/6/2026 2:02,TRUE,4f71446,Added new report template for Diving inspection type for PL_CO, ACFMC and ROV Water Depth inspection reports -- corrected the Suggestion option,,,,,,,,,,,,,
5/6/2026 21:20,TRUE,d13221a,Added new inspection types. Rov Water Depth, ACFMC, and Coating Damage inspection screen.,,,,,,,,,,,,
5/6/2026 15:09,FALSE,a71864b,Inspection screen - change in the logic, when new dive log added, maintain the same tape no. but change the Chapter, if new tape no require create new. - Added new report temalte for ROV SANI. - Correction on Anode GVI report exclude the sani inspection data. just RGVI and AN only - Added ADD CP data in the SANI reprot template. - Inspection scree - captured event list removed the Dive no filter as default , default will display the latest 25 inspection records and sort order by the inspection date and time -- Correct the SOW auto correction, and the SOW status of the component list which had some bug while updating.,,,,,,,,,
5/6/2026 14:28,FALSE,b2787c7,feat: update ROV Selected Anode Report (SANI) title, CP format and prepended findings,,,,,,,,,,,,,
5/6/2026 2:30,TRUE,d30ef92,Corrected the migration report, component description added the MGI profile in the migration -Corrected the MGI profile page,,,,,,,,,,,,,
4/6/2026 15:06,FALSE,8d7c20b,Correction on library migration correction on tape log migration count correctiion on componnets deleted and doesnt have any inspection filtered out -Speed up opening of insection screen. --Correction on Data migration reprot template , added oracle table and postgres tableanmes. group totals etc..,,,,,,,,,,,,,
3/6/2026 17:05,TRUE,241ee91,correction on migration assoc and library, added more details in the migration summary reprot.. --correction of migration if doesnt have sow report prefix n=umber.,,,,,,,,,,,,,
2/6/2026 12:38,FALSE,82a5c0d,Correcton on ROV selected Node inspection, New report template for Selected Node inspection  migration routine - added libraryitems --correct the anomaly migration.,,,,,,,,,,,,,
1/6/2026 20:39,TRUE,4d9b40f,Corrected Diving GVINS, CP and UT additional reading , Anomalies,,,,,,,,,,,,
31/5/2026 3:42,TRUE,b73014f,Data migration correction MGROW,CLEAN,PL_AN, SZONE,,,,,,,,,,,
29/5/2026 19:14,TRUE,319ef88,Corrected migration of ROV Riser inspection Correct the Riser Clamp library list code,,,,,,,,,,,,,,
29/5/2026 15:28,FALSE,c4890e3,corrected the migration routine. - ROv FMD - ROV GVI Anode - ROV MGI - ROV SCOUR - Correction or added the cascade deletion of the structue -- corrected the component clock positon - afte migrarion cant see the clock pos value. -- Mireation , avoid duplication, if component exists, oly update the component, if redo.,,,,,,,,,,
29/5/2026 0:39,TRUE,d1a0c8b,Data migration module updates -Structure ,components, associates, attachments, jobpak, sow rov inspction and diving inspection data are migrated..,,,,,,,,,
22/5/2026 23:47,TRUE,a12f359,Correct the role enables Corrected the enable of Modules corrected the activation and deactivation Included all the modules in the access list after deactivate, cant allow to login,,,,,,,,,,,,,
22/5/2026 15:47,FALSE,ae2d5d4,added new user admin user authentication changes user role assignements new user management module,,,,,,,,,,,,,,
21/5/2026 17:49,TRUE,0c4df7e,Migration Structure and Component copied successfully, now added the jobpack and inspection mapper., report tempalte are corrected, printing to pdf is corrected,,,,,,,,,,,
20/5/2026 16:29,TRUE,69e3910,Neutralize intermediate Radix Dialog portal wrapper positions to fix multi-page content repetition in print mode,,,,,,,,,,,,,,
20/5/2026 16:23,TRUE,e43a5a3,Cancel dialog transforms and unconstrain widths to prevent PDF layout displacement and text wrapping,,,,,,,,,,,,,,
20/5/2026 16:14,TRUE,2045c96,Fix PDF truncation issue by unconstraining Dialog parent height and overflow limits in print mode,,,,,,,,,,,,,,
20/5/2026 16:07,TRUE,e399a19,Fix React hook order and integrate enriched full component names with auto-print to PDF,,,,,,,,,,,,,,
20/5/2026 15:45,FALSE,c8aa03d,Update few changes on Migration tool,,,,,,,,,,,,,,
19/5/2026 18:05,TRUE,ad56f1c,Added new module for Data migrastion from oracle database -provided a part for data mapping - Structure and its spec 2 successfully copied -- some of the component types. attachment, comments and associate are successfully copied,,,,,,,,,,,,,
18/5/2026 14:35,FALSE,d578c40,corrected the placement of the fields in  diving UTWTK spec,,,,,,,,,,,,,,
18/5/2026 12:51,FALSE,df7ecb9,Added new reprot template Diving Clean Added new report template Diving Close visual Added new reprot tempalte Diving UT Wall thickness,,,,,,,,,,,,,,
18/5/2026 2:02,TRUE,bfd1052,Added new report template for Diving BSINS and its inspection screen Added new report Template for diving MPINS and its inspection screen did some correction on executive summary module,,,,,,,,,,,,,,
16/5/2026 14:24,FALSE,5f7c5ff,Added the Seabed Debris dimension of length, width, height and diameter -- added debris description field -- added an option to open either diving or ROV page while selecting the jobpack -- corrected the seabed map page to have the new dimension fields -- Take out the Action button form the captured event panel, -- corrected the smart search of the captured event panel -- correct the selection of the component, will open the first inspection type -- provide a wild card search for the captured event panel,,,,,,,,,,
16/5/2026 2:45,TRUE,7f41e80,correction on the inspection screen docker panel -- enable the anomlay reference no to edit -- corrected the display, access and add additonal inpspection type after selecting the component -- when you select the inspection record for edit, and then sort the colum of the capterued event list , then make the record focus again,,,,,,,,,,,
15/5/2026 17:46,TRUE,d14dddb,new docking panel layout for the inspection screen,,,,,,,,,,,,,,
14/5/2026 18:21,TRUE,85eed7f,Merge remote-tracking branch 'origin/main' into dev-jitesh,,,,,,,,,,,,,,
14/5/2026 18:21,TRUE,a36f143,Merge branch 'dev-jitesh' of https://github.com/JuggerNaz/web-app-offshore into dev-jitesh,,,,,,,,,,,,,,
14/5/2026 18:19,TRUE,8f7331f,correction on Executive summary,,,,,,,,,,,,,,
13/5/2026 17:32,TRUE,11353ef,Preference setting - added more cloud storage otpions -- Retrieve the attachments and preview , update, and delete -- Corrected the upload of video files. -- upload wmv fiels after convert and upload as mp4 -- corrected he storage options,,,,,,,,,,,,
12/5/2026 17:18,TRUE,a755351,some addons in Executive Summary -- Serial port error corrected,,,,,,,,,,,,,,
12/5/2026 16:20,TRUE,1c0d7d8,corrected the global search - corrected the Anomaly link for the button -- correct the anomaly serach and opening -- corrected the component search and opening of component spec -- added an hour glass while searching,,,,,,,,,,,,,,
12/5/2026 15:37,FALSE,4a7f672,correction on the inspection summary attachment group counts -- executive summary, just diplay the jobpack which having the inspection data -- Insepction ROV data string seril port connection - bug of port not closing while chaning the page etc are corrected. -- Data Aqusition page, same auto disconnect the serial port when back to previous page or exit the page -- Video recorder -- Add device to microphone device list -- corrected...,,,,,,,,,,,,
12/5/2026 9:18,FALSE,92c596f,make all the sketch reports for Riser , Jtube,Itube, caisson, conductor the dark grey color to light grey color,,,,,,,,,,
12/5/2026 2:11,TRUE,242cd26,Added new module Executive Summary,,,,,,,,,,,,,,
12/5/2026 0:20,TRUE,3e986c1, corrected the ROV scour survey reprot template on burial line,,,,,,,,,,,,,,
12/5/2026 0:03,TRUE,5706047, - corrected the Rov Riser guard reprot template -- corrected the ROV riser report template. -- Corrected the order of Riser parts when print the ROV Riser report,,,,,,,,,,,,,,
11/5/2026 18:03,TRUE,4dc7f12,Seabed ketch report , corrected on the map for the second page,,,,,,,,,,,,,
11/5/2026 17:54,TRUE,0c2481b,set all reports the signatory part at footer - CP survey report, overwritng the row by the header content on the 2nd page, corrected - ROV caison report , Terminator QID was not clubbed to the correct parent Caisson QID. - ROV Caisson sketch report , Terminator QID was not clubbed to the correct parent Caisson QID,,,,,,,,,,
11/5/2026 16:27,TRUE,3caef5f,Inspection screen - correct the color code for the Dark mode theme --Provide inspection screen header button fro delete and print out for anomlaied similar to the action button. -- Corrected the SOW - dark mode theme --SOE - provide a button to Add new inspection type from the SOW module --SOW - stop allowing to tick the inspection type selection without sow reprot no. -- sow - corrected the saving bug,takin long time to save the records. -- soe - correct the navigtaion after clicking the save button. -- SOW - corrected the navigation after clicking the close or back button. -- SOW - deletion of the SOW restricted if got inspection records --ROV FMD - added new fields for  additional FMD readings. -- ROV MGI - Sift thickness reading wont be validate against the Anomaly criteria,,,,,,,,,,,,,
11/5/2026 1:54,TRUE,1a953de,QAQC tool, At attachment section for others section , provided component types BB, FD, BL, CL, CG, CU, SG, CF, FV, WP, RG, GP to check the attachments exist or not -- QAQC attachment section corrected the sort order --Inspection screen for Anomaly and Findings , adde Recooemdation field -- corrected label display for the UT Wall Thickness at the inspection screen
11/5/2026 0:47,TRUE,9a62b96,Added new report template Diving Marine Growth report template --Corrected some correction in the Diving MGI inspection screen,,,,,,,,,,,,,,
9/5/2026 12:53,FALSE,c0a5637,Added new diving selected anode inspection --Inspection screenm, Anode, Secured default label as Yes for the check box.,,,,,,,,,,,,
9/5/2026 2:28,TRUE,af9054c,Added new inspection report template Diving CP calibrarion,,,,,,,,,,,,,,
9/5/2026 0:57,TRUE,df4c9b9,Report wizard - Correct the selection of jobpack and show the selected one. Added new report template for Diving Splash zone inspection,,,,,,,,,,,,,,
8/5/2026 2:23,TRUE,9041b03,Added new report template for Diving General Visual Inspection,,,,,,,,,,,,,,
7/5/2026 14:37,FALSE,f7d4785,Seabed survey GUI - added the defautl elevation while insert the flag. --corrected the mutiple flagging on same QID give unique error at SOW,,,,,,,,,,,,,,
7/5/2026 12:33,FALSE,4e6bacb,#NAME?, auto insert of snode, fnode and elevations.. distance etc. -- Auto update the status and entry at SOW -- IF deleted auto update the SOW too -- show the node and elvation at the leg names -- SOw  module, provide a correction button to refresh the status -- SOW module, bug correction based on the filter. -- Inspection screen - Corrected the display of the component spec for the newly created QID for the seabed -- Seabed survey- take out the auto flagging of anomaly flagging. -- Seabed survey -- Auto update of the nearest leg name and its distance.,,,,,,,,,,
6/5/2026 12:32,FALSE,b6a3f1c,Added a button to register new component from the inspection screeen,,,,,,,,,,,,,,
6/5/2026 9:50,FALSE,5e2f57c,Inspection screen - Darken the field labels -- Maximize the inspection spec. utilize the spec area,,,,,,,,,,,,,,
5/5/2026 18:09,TRUE,9613a73,Correction on natural language correction in Smart Query QAQC module- Under teh attachment page, spil to anomalies, Findings and others Inspection screen- Captured event list , added Priority under the reference no.,,,,,,,,,,,
5/5/2026 15:00,FALSE,2abad09,Seabed Grid map, Comparing was not working before, corrected. Previous survey seabed flag allow to see details when clicked Bug rectified, while try to create ROV dive log, unique name Bug rectified, seabed survey map was not filetred based on the jobpack , strucure and sow report number,,,,,,,,
4/5/2026 18:20,TRUE,d771689,added the filter option for the Seabed GUI widow at Inspection screen. --added a compare button to compare with earlier inspection at seabead survey gui screeen,,,,,,,,,,,,,,
4/5/2026 17:57,TRUE,4d1d271,Created a combined ROV seabed survey report temaptle - Report tempalte correction for all the sketch reports like RIser ,JTube, ITube, teh flag line reduced the length and provide the inspected elevation label -- Update the Riser clamp insepection couple of fields -- Update the Sani Anode type libraray code,,,,,,,,,,,
4/5/2026 17:17,TRUE,5cf2c7a,Added new reprot templates ROV Caisson Guard inspection report and ROV Conductor Guard Inspection Report Added to the Final Report TOC list too,,,,,,,,,,,,,,
4/5/2026 16:59,TRUE,0c52808,Added new reprot template for ROV RIser Guard,,,,,,,,,,,,,,
